Region,Country,Manager,Distributor,Distributor_Group,Product_Category,Month,Year,Value,Count
APAC,China,David,Distributor C,Group 2,Category 2,1,2023,1937,135
APAC,China,David,Distributor C,Group 2,Category 3,1,2023,4766,239
APAC,China,David,Distributor D,Group 1,Category 1,1,2023,4987,238
APAC,China,David,Distributor D,Group 1,Category 2,1,2023,1771,200
APAC,China,David,Distributor D,Group 1,Category 3,1,2023,3529,327
APAC,China,David,Distributor D,Group 2,Category 1,1,2023,3814,439
APAC,China,David,Distributor D,Group 2,Category 2,1,2023,2201,132
APAC,China,David,Distributor D,Group 2,Category 3,1,2023,3017,321
APAC,Japan,Alice,Distributor A,Group 1,Category 1,1,2023,3727,343
APAC,Japan,Alice,Distributor A,Group 1,Category 2,1,2023,3085,421
APAC,Japan,Alice,Distributor A,Group 1,Category 3,1,2023,2752,290
APAC,Japan,Alice,Distributor A,Group 2,Category 1,1,2023,2456,371
APAC,Japan,Alice,Distributor A,Group 2,Category 2,1,2023,2163,424
APAC,Japan,Alice,Distributor A,Group 2,Category 3,1,2023,3287,128
APAC,Japan,Alice,Distributor B,Group 1,Category 1,1,2023,1052,122
APAC,Japan,Alice,Distributor B,Group 1,Category 2,1,2023,1435,311
APAC,Japan,Alice,Distributor B,Group 1,Category 3,1,2023,1827,139
APAC,Japan,Alice,Distributor B,Group 2,Category 1,1,2023,3143,385
APAC,Japan,Alice,Distributor B,Group 2,Category 2,1,2023,2170,280
APAC,Japan,Alice,Distributor B,Group 2,Category 3,1,2023,1898,389
APAC,Japan,Alice,Distributor C,Group 1,Category 1,1,2023,4983,116
APAC,Japan,Alice,Distributor C,Group 1,Category 2,1,2023,1201,384
APAC,Japan,Alice,Distributor C,Group 1,Category 3,1,2023,2534,458
APAC,Japan,Alice,Distributor C,Group 2,Category 1,1,2023,1885,473
APAC,Japan,Alice,Distributor C,Group 2,Category 2,1,2023,3461,491
APAC,Japan,Alice,Distributor C,Group 2,Category 3,1,2023,4694,459
APAC,Japan,Alice,Distributor D,Group 1,Category 1,1,2023,3551,113
APAC,Japan,Alice,Distributor D,Group 1,Category 2,1,2023,4635,376
APAC,Japan,Alice,Distributor D,Group 1,Category 3,1,2023,1047,295
APAC,Japan,Alice,Distributor D,Group 2,Category 1,1,2023,1204,136
APAC,Japan,Alice,Distributor D,Group 2,Category 2,1,2023,4497,102
APAC,Japan,Alice,Distributor D,Group 2,Category 3,1,2023,4804,478
APAC,Japan,Bob,Distributor A,Group 1,Category 1,1,2023,2798,441
APAC,Japan,Bob,Distributor A,Group 1,Category 2,1,2023,2127,159
APAC,Japan,Bob,Distributor A,Group 1,Category 3,1,2023,1501,131
APAC,Japan,Bob,Distributor A,Group 2,Category 1,1,2023,4803,185
APAC,Japan,Bob,Distributor A,Group 2,Category 2,1,2023,4810,432
APAC,Japan,Bob,Distributor A,Group 2,Category 3,1,2023,2068,352
APAC,Japan,Bob,Distributor B,Group 1,Category 1,1,2023,3854,492
APAC,Japan,Bob,Distributor B,Group 1,Category 2,1,2023,1785,459
APAC,Japan,Bob,Distributor B,Group 1,Category 3,1,2023,4467,261
APAC,Japan,Bob,Distributor B,Group 2,Category 1,1,2023,4621,436
APAC,Japan,Bob,Distributor B,Group 2,Category 2,1,2023,3743,361
APAC,Japan,Bob,Distributor B,Group 2,Category 3,1,2023,1584,448
APAC,Japan,Bob,Distributor C,Group 1,Category 1,1,2023,2740,419
APAC,Japan,Bob,Distributor C,Group 1,Category 2,1,2023,4780,202
APAC,Japan,Bob,Distributor C,Group 1,Category 3,1,2023,3983,177
APAC,Japan,Bob,Distributor C,Group 2,Category 1,1,2023,2621,110
APAC,Japan,Bob,Distributor C,Group 2,Category 2,1,2023,3297,208
APAC,Japan,Bob,Distributor C,Group 2,Category 3,1,2023,2256,413
APAC,Japan,Bob,Distributor D,Group 1,Category 1,1,2023,1965,259
APAC,Japan,Bob,Distributor D,Group 1,Category 2,1,2023,1168,413
APAC,Japan,Bob,Distributor D,Group 1,Category 3,1,2023,1910,244
APAC,Japan,Bob,Distributor D,Group 2,Category 1,1,2023,1427,437
APAC,Japan,Bob,Distributor D,Group 2,Category 2,1,2023,3054,246
APAC,Japan,Bob,Distributor D,Group 2,Category 3,1,2023,1807,182
APAC,Japan,Charlie,Distributor A,Group 1,Category 1,1,2023,2382,195
APAC,Japan,Charlie,Distributor A,Group 1,Category 2,1,2023,1351,401
APAC,Japan,Charlie,Distributor A,Group 1,Category 3,1,2023,3669,364
APAC,Japan,Charlie,Distributor A,Group 2,Category 1,1,2023,1311,206
APAC,Japan,Charlie,Distributor A,Group 2,Category 2,1,2023,3119,494
APAC,Japan,Charlie,Distributor A,Group 2,Category 3,1,2023,3826,187
APAC,Japan,Charlie,Distributor B,Group 1,Category 1,1,2023,1343,447
APAC,Japan,Charlie,Distributor B,Group 1,Category 2,1,2023,3011,129
APAC,Japan,Charlie,Distributor B,Group 1,Category 3,1,2023,2065,280
APAC,Japan,Charlie,Distributor B,Group 2,Category 1,1,2023,3966,270
APAC,Japan,Charlie,Distributor B,Group 2,Category 2,1,2023,1319,425
APAC,Japan,Charlie,Distributor B,Group 2,Category 3,1,2023,2835,184
APAC,Japan,Charlie,Distributor C,Group 1,Category 1,1,2023,4567,352
APAC,Japan,Charlie,Distributor C,Group 1,Category 2,1,2023,2409,139
APAC,Japan,Charlie,Distributor C,Group 1,Category 3,1,2023,3190,323
APAC,Japan,Charlie,Distributor C,Group 2,Category 1,1,2023,3568,204
APAC,Japan,Charlie,Distributor C,Group 2,Category 2,1,2023,1473,186
APAC,Japan,Charlie,Distributor C,Group 2,Category 3,1,2023,3501,316
APAC,Japan,Charlie,Distributor D,Group 1,Category 1,1,2023,4864,221
APAC,Japan,Charlie,Distributor D,Group 1,Category 2,1,2023,1820,412
APAC,Japan,Charlie,Distributor D,Group 1,Category 3,1,2023,3666,259
APAC,Japan,Charlie,Distributor D,Group 2,Category 1,1,2023,3236,192
APAC,Japan,Charlie,Distributor D,Group 2,Category 2,1,2023,2389,104
APAC,Japan,Charlie,Distributor D,Group 2,Category 3,1,2023,1644,461
APAC,Japan,David,Distributor A,Group 1,Category 1,1,2023,1409,493
APAC,Japan,David,Distributor A,Group 1,Category 2,1,2023,2752,274
APAC,Japan,David,Distributor A,Group 1,Category 3,1,2023,3413,410
APAC,Japan,David,Distributor A,Group 2,Category 1,1,2023,4439,270
APAC,Japan,David,Distributor A,Group 2,Category 2,1,2023,2919,250
APAC,Japan,David,Distributor A,Group 2,Category 3,1,2023,3620,142
APAC,Japan,David,Distributor B,Group 1,Category 1,1,2023,4195,250
APAC,Japan,David,Distributor B,Group 1,Category 2,1,2023,3375,417
APAC,Japan,David,Distributor B,Group 1,Category 3,1,2023,3778,349
APAC,Japan,David,Distributor B,Group 2,Category 1,1,2023,3310,234
APAC,Japan,David,Distributor B,Group 2,Category 2,1,2023,4231,151
APAC,Japan,David,Distributor B,Group 2,Category 3,1,2023,2812,177
APAC,Japan,David,Distributor C,Group 1,Category 1,1,2023,3665,108
APAC,Japan,David,Distributor C,Group 1,Category 2,1,2023,1554,264
APAC,Japan,David,Distributor C,Group 1,Category 3,1,2023,4101,187
APAC,Japan,David,Distributor C,Group 2,Category 1,1,2023,3463,262
APAC,Japan,David,Distributor C,Group 2,Category 2,1,2023,4749,370
APAC,Japan,David,Distributor C,Group 2,Category 3,1,2023,3933,255
APAC,Japan,David,Distributor D,Group 1,Category 1,1,2023,2600,167
APAC,Japan,David,Distributor D,Group 1,Category 2,1,2023,4646,458
APAC,Japan,David,Distributor D,Group 1,Category 3,1,2023,3961,296
APAC,Japan,David,Distributor D,Group 2,Category 1,1,2023,1789,211
APAC,Japan,David,Distributor D,Group 2,Category 2,1,2023,1572,209
APAC,Japan,David,Distributor D,Group 2,Category 3,1,2023,2984,434
APAC,India,Alice,Distributor A,Group 1,Category 1,1,2023,1301,377
APAC,India,Alice,Distributor A,Group 1,Category 2,1,2023,1768,279
APAC,India,Alice,Distributor A,Group 1,Category 3,1,2023,3638,247
APAC,India,Alice,Distributor A,Group 2,Category 1,1,2023,2676,244
APAC,India,Alice,Distributor A,Group 2,Category 2,1,2023,3610,243
APAC,India,Alice,Distributor A,Group 2,Category 3,1,2023,2300,303
APAC,India,Alice,Distributor B,Group 1,Category 1,1,2023,4380,152
APAC,India,Alice,Distributor B,Group 1,Category 2,1,2023,2371,236
APAC,India,Alice,Distributor B,Group 1,Category 3,1,2023,3380,472
APAC,India,Alice,Distributor B,Group 2,Category 1,1,2023,3521,387
APAC,India,Alice,Distributor B,Group 2,Category 2,1,2023,2299,440
APAC,India,Alice,Distributor B,Group 2,Category 3,1,2023,4467,226
APAC,India,Alice,Distributor C,Group 1,Category 1,1,2023,1306,442
APAC,India,Alice,Distributor C,Group 1,Category 2,1,2023,2655,118
APAC,India,Alice,Distributor C,Group 1,Category 3,1,2023,2249,484
APAC,India,Alice,Distributor C,Group 2,Category 1,1,2023,1402,460
APAC,India,Alice,Distributor C,Group 2,Category 2,1,2023,2229,480
APAC,India,Alice,Distributor C,Group 2,Category 3,1,2023,1221,413
APAC,India,Alice,Distributor D,Group 1,Category 1,1,2023,3780,462
APAC,India,Alice,Distributor D,Group 1,Category 2,1,2023,1658,160
APAC,India,Alice,Distributor D,Group 1,Category 3,1,2023,2483,436
APAC,India,Alice,Distributor D,Group 2,Category 1,1,2023,4996,273
APAC,India,Alice,Distributor D,Group 2,Category 2,1,2023,1401,255
APAC,India,Alice,Distributor D,Group 2,Category 3,1,2023,1043,287
APAC,India,Bob,Distributor A,Group 1,Category 1,1,2023,2857,330
APAC,India,Bob,Distributor A,Group 1,Category 2,1,2023,2128,484
APAC,India,Bob,Distributor A,Group 1,Category 3,1,2023,4998,310
APAC,India,Bob,Distributor A,Group 2,Category 1,1,2023,1608,181
APAC,India,Bob,Distributor A,Group 2,Category 2,1,2023,4060,332
APAC,India,Bob,Distributor A,Group 2,Category 3,1,2023,2557,197
APAC,India,Bob,Distributor B,Group 1,Category 1,1,2023,3754,454
APAC,India,Bob,Distributor B,Group 1,Category 2,1,2023,4315,145
APAC,India,Bob,Distributor B,Group 1,Category 3,1,2023,1406,262
APAC,India,Bob,Distributor B,Group 2,Category 1,1,2023,1613,476
APAC,India,Bob,Distributor B,Group 2,Category 2,1,2023,1287,323
APAC,India,Bob,Distributor B,Group 2,Category 3,1,2023,4146,242
APAC,India,Bob,Distributor C,Group 1,Category 1,1,2023,2153,262
APAC,India,Bob,Distributor C,Group 1,Category 2,1,2023,2941,496
APAC,India,Bob,Distributor C,Group 1,Category 3,1,2023,2818,196
APAC,India,Bob,Distributor C,Group 2,Category 1,1,2023,4385,498
APAC,India,Bob,Distributor C,Group 2,Category 2,1,2023,3755,112
APAC,India,Bob,Distributor C,Group 2,Category 3,1,2023,1757,372
APAC,India,Bob,Distributor D,Group 1,Category 1,1,2023,2079,477
APAC,India,Bob,Distributor D,Group 1,Category 2,1,2023,3207,259
APAC,India,Bob,Distributor D,Group 1,Category 3,1,2023,4888,281
APAC,India,Bob,Distributor D,Group 2,Category 1,1,2023,2374,294
APAC,India,Bob,Distributor D,Group 2,Category 2,1,2023,3935,111
APAC,India,Bob,Distributor D,Group 2,Category 3,1,2023,3389,119
APAC,India,Charlie,Distributor A,Group 1,Category 1,1,2023,4385,160
APAC,India,Charlie,Distributor A,Group 1,Category 2,1,2023,1287,149
APAC,India,Charlie,Distributor A,Group 1,Category 3,1,2023,1886,127
APAC,India,Charlie,Distributor A,Group 2,Category 1,1,2023,4025,351
APAC,India,Charlie,Distributor A,Group 2,Category 2,1,2023,2251,373
APAC,India,Charlie,Distributor A,Group 2,Category 3,1,2023,2428,219
APAC,India,Charlie,Distributor B,Group 1,Category 1,1,2023,3054,321
APAC,India,Charlie,Distributor B,Group 1,Category 2,1,2023,2379,349
APAC,India,Charlie,Distributor B,Group 1,Category 3,1,2023,1215,421
APAC,India,Charlie,Distributor B,Group 2,Category 1,1,2023,2177,170
APAC,India,Charlie,Distributor B,Group 2,Category 2,1,2023,4184,466
APAC,India,Charlie,Distributor B,Group 2,Category 3,1,2023,2032,218
APAC,India,Charlie,Distributor C,Group 1,Category 1,1,2023,4871,140
APAC,India,Charlie,Distributor C,Group 1,Category 2,1,2023,1087,175
APAC,India,Charlie,Distributor C,Group 1,Category 3,1,2023,4505,319
APAC,India,Charlie,Distributor C,Group 2,Category 1,1,2023,4433,484
APAC,India,Charlie,Distributor C,Group 2,Category 2,1,2023,3584,430
APAC,India,Charlie,Distributor C,Group 2,Category 3,1,2023,2870,256
APAC,India,Charlie,Distributor D,Group 1,Category 1,1,2023,4171,415
APAC,India,Charlie,Distributor D,Group 1,Category 2,1,2023,4691,435
APAC,India,Charlie,Distributor D,Group 1,Category 3,1,2023,3382,105
APAC,India,Charlie,Distributor D,Group 2,Category 1,1,2023,3673,191
APAC,India,Charlie,Distributor D,Group 2,Category 2,1,2023,3227,155
APAC,India,Charlie,Distributor D,Group 2,Category 3,1,2023,2810,228
APAC,India,David,Distributor A,Group 1,Category 1,1,2023,2477,287
APAC,India,David,Distributor A,Group 1,Category 2,1,2023,3268,445
APAC,India,David,Distributor A,Group 1,Category 3,1,2023,4964,395
APAC,India,David,Distributor A,Group 2,Category 1,1,2023,3679,100
APAC,India,David,Distributor A,Group 2,Category 2,1,2023,2508,466
APAC,India,David,Distributor A,Group 2,Category 3,1,2023,2301,276
APAC,India,David,Distributor B,Group 1,Category 1,1,2023,2669,344
APAC,India,David,Distributor B,Group 1,Category 2,1,2023,3435,255
APAC,India,David,Distributor B,Group 1,Category 3,1,2023,1226,411
APAC,India,David,Distributor B,Group 2,Category 1,1,2023,2542,171
APAC,India,David,Distributor B,Group 2,Category 2,1,2023,1620,300
APAC,India,David,Distributor B,Group 2,Category 3,1,2023,4607,103
APAC,India,David,Distributor C,Group 1,Category 1,1,2023,3193,248
APAC,India,David,Distributor C,Group 1,Category 2,1,2023,1392,482
APAC,India,David,Distributor C,Group 1,Category 3,1,2023,3899,483
APAC,India,David,Distributor C,Group 2,Category 1,1,2023,3397,208
APAC,India,David,Distributor C,Group 2,Category 2,1,2023,2822,375
APAC,India,David,Distributor C,Group 2,Category 3,1,2023,2000,224
APAC,India,David,Distributor D,Group 1,Category 1,1,2023,1243,326
APAC,India,David,Distributor D,Group 1,Category 2,1,2023,2852,314
APAC,India,David,Distributor D,Group 1,Category 3,1,2023,2892,328
APAC,India,David,Distributor D,Group 2,Category 1,1,2023,1627,187
APAC,India,David,Distributor D,Group 2,Category 2,1,2023,3172,440
APAC,India,David,Distributor D,Group 2,Category 3,1,2023,2661,236
EMEA,Germany,Alice,Distributor A,Group 1,Category 1,1,2023,4632,292
EMEA,Germany,Alice,Distributor A,Group 1,Category 2,1,2023,3427,203
EMEA,Germany,Alice,Distributor A,Group 1,Category 3,1,2023,2325,293
EMEA,Germany,Alice,Distributor A,Group 2,Category 1,1,2023,1744,140
EMEA,Germany,Alice,Distributor A,Group 2,Category 2,1,2023,4464,445
EMEA,Germany,Alice,Distributor A,Group 2,Category 3,1,2023,2474,162
EMEA,Germany,Alice,Distributor B,Group 1,Category 1,1,2023,2495,410
EMEA,Germany,Alice,Distributor B,Group 1,Category 2,1,2023,2933,191
EMEA,Germany,Alice,Distributor B,Group 1,Category 3,1,2023,2412,125
EMEA,Germany,Alice,Distributor B,Group 2,Category 1,1,2023,3629,158
EMEA,Germany,Alice,Distributor B,Group 2,Category 2,1,2023,3735,362
EMEA,Germany,Alice,Distributor B,Group 2,Category 3,1,2023,3475,381
EMEA,Germany,Alice,Distributor C,Group 1,Category 1,1,2023,4970,338
EMEA,Germany,Alice,Distributor C,Group 1,Category 2,1,2023,3062,200
EMEA,Germany,Alice,Distributor C,Group 1,Category 3,1,2023,1576,175
EMEA,Germany,Alice,Distributor C,Group 2,Category 1,1,2023,4012,185
EMEA,Germany,Alice,Distributor C,Group 2,Category 2,1,2023,3510,295
EMEA,Germany,Alice,Distributor C,Group 2,Category 3,1,2023,3192,402
EMEA,Germany,Alice,Distributor D,Group 1,Category 1,1,2023,4453,176
EMEA,Germany,Alice,Distributor D,Group 1,Category 2,1,2023,1633,383
EMEA,Germany,Alice,Distributor D,Group 1,Category 3,1,2023,4908,486
EMEA,Germany,Alice,Distributor D,Group 2,Category 1,1,2023,2797,230
EMEA,Germany,Alice,Distributor D,Group 2,Category 2,1,2023,3226,129
EMEA,Germany,Alice,Distributor D,Group 2,Category 3,1,2023,3666,382
EMEA,Germany,Bob,Distributor A,Group 1,Category 1,1,2023,3742,343
EMEA,Germany,Bob,Distributor A,Group 1,Category 2,1,2023,1166,398
EMEA,Germany,Bob,Distributor A,Group 1,Category 3,1,2023,3976,371
EMEA,Germany,Bob,Distributor A,Group 2,Category 1,1,2023,1639,434
EMEA,Germany,Bob,Distributor A,Group 2,Category 2,1,2023,3205,376
EMEA,Germany,Bob,Distributor A,Group 2,Category 3,1,2023,2999,250
EMEA,Germany,Bob,Distributor B,Group 1,Category 1,1,2023,2067,168
EMEA,Germany,Bob,Distributor B,Group 1,Category 2,1,2023,4559,241
EMEA,Germany,Bob,Distributor B,Group 1,Category 3,1,2023,3817,396
EMEA,Germany,Bob,Distributor B,Group 2,Category 1,1,2023,3204,249
EMEA,Germany,Bob,Distributor B,Group 2,Category 2,1,2023,4374,402
EMEA,Germany,Bob,Distributor B,Group 2,Category 3,1,2023,4380,352
EMEA,Germany,Bob,Distributor C,Group 1,Category 1,1,2023,3540,418
EMEA,Germany,Bob,Distributor C,Group 1,Category 2,1,2023,1035,253
EMEA,Germany,Bob,Distributor C,Group 1,Category 3,1,2023,2175,421
EMEA,Germany,Bob,Distributor C,Group 2,Category 1,1,2023,3962,316
EMEA,Germany,Bob,Distributor C,Group 2,Category 2,1,2023,4641,174
EMEA,Germany,Bob,Distributor C,Group 2,Category 3,1,2023,1239,262
EMEA,Germany,Bob,Distributor D,Group 1,Category 1,1,2023,3422,135
EMEA,Germany,Bob,Distributor D,Group 1,Category 2,1,2023,2768,264
EMEA,Germany,Bob,Distributor D,Group 1,Category 3,1,2023,2476,341
EMEA,Germany,Bob,Distributor D,Group 2,Category 1,1,2023,1489,287
EMEA,Germany,Bob,Distributor D,Group 2,Category 2,1,2023,1258,256
EMEA,Germany,Bob,Distributor D,Group 2,Category 3,1,2023,2637,102
EMEA,Germany,Charlie,Distributor A,Group 1,Category 1,1,2023,3307,451
EMEA,Germany,Charlie,Distributor A,Group 1,Category 2,1,2023,1759,442
EMEA,Germany,Charlie,Distributor A,Group 1,Category 3,1,2023,4893,476
EMEA,Germany,Charlie,Distributor A,Group 2,Category 1,1,2023,4925,225
EMEA,Germany,Charlie,Distributor A,Group 2,Category 2,1,2023,2004,340
EMEA,Germany,Charlie,Distributor A,Group 2,Category 3,1,2023,2038,197
EMEA,Germany,Charlie,Distributor B,Group 1,Category 1,1,2023,1122,333
EMEA,Germany,Charlie,Distributor B,Group 1,Category 2,1,2023,1667,231
EMEA,Germany,Charlie,Distributor B,Group 1,Category 3,1,2023,4090,163
EMEA,Germany,Charlie,Distributor B,Group 2,Category 1,1,2023,3158,311
EMEA,Germany,Charlie,Distributor B,Group 2,Category 2,1,2023,2116,341
EMEA,Germany,Charlie,Distributor B,Group 2,Category 3,1,2023,4504,187
EMEA,Germany,Charlie,Distributor C,Group 1,Category 1,1,2023,2075,255
EMEA,Germany,Charlie,Distributor C,Group 1,Category 2,1,2023,4560,173
EMEA,Germany,Charlie,Distributor C,Group 1,Category 3,1,2023,4325,185
EMEA,Germany,Charlie,Distributor C,Group 2,Category 1,1,2023,3602,425
EMEA,Germany,Charlie,Distributor C,Group 2,Category 2,1,2023,4865,360
EMEA,Germany,Charlie,Distributor C,Group 2,Category 3,1,2023,4200,225
EMEA,Germany,Charlie,Distributor D,Group 1,Category 1,1,2023,4299,456
EMEA,Germany,Charlie,Distributor D,Group 1,Category 2,1,2023,4157,380
EMEA,Germany,Charlie,Distributor D,Group 1,Category 3,1,2023,3150,206
EMEA,Germany,Charlie,Distributor D,Group 2,Category 1,1,2023,3126,318
EMEA,Germany,Charlie,Distributor D,Group 2,Category 2,1,2023,1079,368
EMEA,Germany,Charlie,Distributor D,Group 2,Category 3,1,2023,2107,300
EMEA,Germany,David,Distributor A,Group 1,Category 1,1,2023,3134,421
EMEA,Germany,David,Distributor A,Group 1,Category 2,1,2023,4635,360
EMEA,Germany,David,Distributor A,Group 1,Category 3,1,2023,4417,266
EMEA,Germany,David,Distributor A,Group 2,Category 1,1,2023,3239,287
EMEA,Germany,David,Distributor A,Group 2,Category 2,1,2023,2118,183
EMEA,Germany,David,Distributor A,Group 2,Category 3,1,2023,1727,138
EMEA,Germany,David,Distributor B,Group 1,Category 1,1,2023,3102,374
EMEA,Germany,David,Distributor B,Group 1,Category 2,1,2023,3154,421
EMEA,Germany,David,Distributor B,Group 1,Category 3,1,2023,4555,392
EMEA,Germany,David,Distributor B,Group 2,Category 1,1,2023,1379,341
EMEA,Germany,David,Distributor B,Group 2,Category 2,1,2023,1310,176
EMEA,Germany,David,Distributor B,Group 2,Category 3,1,2023,4963,409
EMEA,Germany,David,Distributor C,Group 1,Category 1,1,2023,4214,306
EMEA,Germany,David,Distributor C,Group 1,Category 2,1,2023,3095,334
EMEA,Germany,David,Distributor C,Group 1,Category 3,1,2023,4416,460
EMEA,Germany,David,Distributor C,Group 2,Category 1,1,2023,2088,280
