Region,Country,Manager,Distributor,Distributor_Group,Product_Category,Month,Year,Value,Count
APAC,China,David,Distributor B,Group 1,Category 2,1,2023,293,59
APAC,China,David,Distributor B,Group 1,Category 3,1,2023,227,40
APAC,China,David,Distributor B,Group 2,Category 1,1,2023,515,80
APAC,China,David,Distributor B,Group 2,Category 2,1,2023,359,43
APAC,China,David,Distributor B,Group 2,Category 3,1,2023,997,47
APAC,China,David,Distributor C,Group 1,Category 1,1,2023,976,22
APAC,China,David,Distributor C,Group 1,Category 2,1,2023,790,53
APAC,China,David,Distributor C,Group 1,Category 3,1,2023,866,80
APAC,China,David,Distributor C,Group 2,Category 1,1,2023,761,35
APAC,China,David,Distributor C,Group 2,Category 2,1,2023,699,80
APAC,China,David,Distributor C,Group 2,Category 3,1,2023,417,65
APAC,China,David,Distributor D,Group 1,Category 1,1,2023,316,39
APAC,China,David,Distributor D,Group 1,Category 2,1,2023,844,92
APAC,China,David,Distributor D,Group 1,Category 3,1,2023,533,64
APAC,China,David,Distributor D,Group 2,Category 1,1,2023,277,96
APAC,China,David,Distributor D,Group 2,Category 2,1,2023,882,24
APAC,China,David,Distributor D,Group 2,Category 3,1,2023,792,89
APAC,Japan,Alice,Distributor A,Group 1,Category 1,1,2023,313,53
APAC,Japan,Alice,Distributor A,Group 1,Category 2,1,2023,271,25
APAC,Japan,Alice,Distributor A,Group 1,Category 3,1,2023,934,26
APAC,Japan,Alice,Distributor A,Group 2,Category 1,1,2023,539,35
APAC,Japan,Alice,Distributor A,Group 2,Category 2,1,2023,293,74
APAC,Japan,Alice,Distributor A,Group 2,Category 3,1,2023,208,23
APAC,Japan,Alice,Distributor B,Group 1,Category 1,1,2023,955,66
APAC,Japan,Alice,Distributor B,Group 1,Category 2,1,2023,278,61
APAC,Japan,Alice,Distributor B,Group 1,Category 3,1,2023,332,37
APAC,Japan,Alice,Distributor B,Group 2,Category 1,1,2023,832,21
APAC,Japan,Alice,Distributor B,Group 2,Category 2,1,2023,805,42
APAC,Japan,Alice,Distributor B,Group 2,Category 3,1,2023,658,59
APAC,Japan,Alice,Distributor C,Group 1,Category 1,1,2023,358,49
APAC,Japan,Alice,Distributor C,Group 1,Category 2,1,2023,415,90
APAC,Japan,Alice,Distributor C,Group 1,Category 3,1,2023,287,48
APAC,Japan,Alice,Distributor C,Group 2,Category 1,1,2023,269,76
APAC,Japan,Alice,Distributor C,Group 2,Category 2,1,2023,824,55
APAC,Japan,Alice,Distributor C,Group 2,Category 3,1,2023,589,85
APAC,Japan,Alice,Distributor D,Group 1,Category 1,1,2023,295,68
APAC,Japan,Alice,Distributor D,Group 1,Category 2,1,2023,752,83
APAC,Japan,Alice,Distributor D,Group 1,Category 3,1,2023,499,36
APAC,Japan,Alice,Distributor D,Group 2,Category 1,1,2023,257,38
APAC,Japan,Alice,Distributor D,Group 2,Category 2,1,2023,329,88
APAC,Japan,Alice,Distributor D,Group 2,Category 3,1,2023,767,93
APAC,Japan,Bob,Distributor A,Group 1,Category 1,1,2023,341,78
APAC,Japan,Bob,Distributor A,Group 1,Category 2,1,2023,954,37
APAC,Japan,Bob,Distributor A,Group 1,Category 3,1,2023,952,88
APAC,Japan,Bob,Distributor A,Group 2,Category 1,1,2023,923,39
APAC,Japan,Bob,Distributor A,Group 2,Category 2,1,2023,547,41
APAC,Japan,Bob,Distributor A,Group 2,Category 3,1,2023,908,53
APAC,Japan,Bob,Distributor B,Group 1,Category 1,1,2023,329,83
APAC,Japan,Bob,Distributor B,Group 1,Category 2,1,2023,902,68
APAC,Japan,Bob,Distributor B,Group 1,Category 3,1,2023,316,78
APAC,Japan,Bob,Distributor B,Group 2,Category 1,1,2023,225,35
APAC,Japan,Bob,Distributor B,Group 2,Category 2,1,2023,489,63
APAC,Japan,Bob,Distributor B,Group 2,Category 3,1,2023,926,28
APAC,Japan,Bob,Distributor C,Group 1,Category 1,1,2023,299,96
APAC,Japan,Bob,Distributor C,Group 1,Category 2,1,2023,391,65
APAC,Japan,Bob,Distributor C,Group 1,Category 3,1,2023,251,64
APAC,Japan,Bob,Distributor C,Group 2,Category 1,1,2023,238,27
APAC,Japan,Bob,Distributor C,Group 2,Category 2,1,2023,281,49
APAC,Japan,Bob,Distributor C,Group 2,Category 3,1,2023,638,60
APAC,Japan,Bob,Distributor D,Group 1,Category 1,1,2023,309,22
APAC,Japan,Bob,Distributor D,Group 1,Category 2,1,2023,319,92
APAC,Japan,Bob,Distributor D,Group 1,Category 3,1,2023,316,27
APAC,Japan,Bob,Distributor D,Group 2,Category 1,1,2023,929,75
APAC,Japan,Bob,Distributor D,Group 2,Category 2,1,2023,756,63
APAC,Japan,Bob,Distributor D,Group 2,Category 3,1,2023,738,89
APAC,Japan,Charlie,Distributor A,Group 1,Category 1,1,2023,385,96
APAC,Japan,Charlie,Distributor A,Group 1,Category 2,1,2023,422,78
APAC,Japan,Charlie,Distributor A,Group 1,Category 3,1,2023,287,80
APAC,Japan,Charlie,Distributor A,Group 2,Category 1,1,2023,654,77
APAC,Japan,Charlie,Distributor A,Group 2,Category 2,1,2023,416,28
APAC,Japan,Charlie,Distributor A,Group 2,Category 3,1,2023,586,28
APAC,Japan,Charlie,Distributor B,Group 1,Category 1,1,2023,564,47
APAC,Japan,Charlie,Distributor B,Group 1,Category 2,1,2023,482,81
APAC,Japan,Charlie,Distributor B,Group 1,Category 3,1,2023,640,70
APAC,Japan,Charlie,Distributor B,Group 2,Category 1,1,2023,251,77
APAC,Japan,Charlie,Distributor B,Group 2,Category 2,1,2023,400,67
APAC,Japan,Charlie,Distributor B,Group 2,Category 3,1,2023,974,68
APAC,Japan,Charlie,Distributor C,Group 1,Category 1,1,2023,268,25
APAC,Japan,Charlie,Distributor C,Group 1,Category 2,1,2023,727,94
APAC,Japan,Charlie,Distributor C,Group 1,Category 3,1,2023,680,24
APAC,Japan,Charlie,Distributor C,Group 2,Category 1,1,2023,483,48
APAC,Japan,Charlie,Distributor C,Group 2,Category 2,1,2023,896,55
APAC,Japan,Charlie,Distributor C,Group 2,Category 3,1,2023,258,66
APAC,Japan,Charlie,Distributor D,Group 1,Category 1,1,2023,682,89
APAC,Japan,Charlie,Distributor D,Group 1,Category 2,1,2023,692,39
APAC,Japan,Charlie,Distributor D,Group 1,Category 3,1,2023,763,43
APAC,Japan,Charlie,Distributor D,Group 2,Category 1,1,2023,519,46
APAC,Japan,Charlie,Distributor D,Group 2,Category 2,1,2023,337,93
APAC,Japan,Charlie,Distributor D,Group 2,Category 3,1,2023,491,31
APAC,Japan,David,Distributor A,Group 1,Category 1,1,2023,410,86
APAC,Japan,David,Distributor A,Group 1,Category 2,1,2023,329,77
APAC,Japan,David,Distributor A,Group 1,Category 3,1,2023,572,86
APAC,Japan,David,Distributor A,Group 2,Category 1,1,2023,982,30
APAC,Japan,David,Distributor A,Group 2,Category 2,1,2023,530,83
APAC,Japan,David,Distributor A,Group 2,Category 3,1,2023,451,44
APAC,Japan,David,Distributor B,Group 1,Category 1,1,2023,771,93
APAC,Japan,David,Distributor B,Group 1,Category 2,1,2023,968,69
APAC,Japan,David,Distributor B,Group 1,Category 3,1,2023,413,54
APAC,Japan,David,Distributor B,Group 2,Category 1,1,2023,317,41
APAC,Japan,David,Distributor B,Group 2,Category 2,1,2023,437,38
APAC,Japan,David,Distributor B,Group 2,Category 3,1,2023,551,25
APAC,Japan,David,Distributor C,Group 1,Category 1,1,2023,560,59
APAC,Japan,David,Distributor C,Group 1,Category 2,1,2023,768,91
APAC,Japan,David,Distributor C,Group 1,Category 3,1,2023,617,65
APAC,Japan,David,Distributor C,Group 2,Category 1,1,2023,722,23
APAC,Japan,David,Distributor C,Group 2,Category 2,1,2023,379,22
APAC,Japan,David,Distributor C,Group 2,Category 3,1,2023,634,30
APAC,Japan,David,Distributor D,Group 1,Category 1,1,2023,677,79
APAC,Japan,David,Distributor D,Group 1,Category 2,1,2023,636,38
APAC,Japan,David,Distributor D,Group 1,Category 3,1,2023,209,56
APAC,Japan,David,Distributor D,Group 2,Category 1,1,2023,454,56
APAC,Japan,David,Distributor D,Group 2,Category 2,1,2023,742,23
APAC,Japan,David,Distributor D,Group 2,Category 3,1,2023,613,73
APAC,India,Alice,Distributor A,Group 1,Category 1,1,2023,417,76
APAC,India,Alice,Distributor A,Group 1,Category 2,1,2023,397,71
APAC,India,Alice,Distributor A,Group 1,Category 3,1,2023,221,57
APAC,India,Alice,Distributor A,Group 2,Category 1,1,2023,581,41
APAC,India,Alice,Distributor A,Group 2,Category 2,1,2023,825,65
APAC,India,Alice,Distributor A,Group 2,Category 3,1,2023,742,94
APAC,India,Alice,Distributor B,Group 1,Category 1,1,2023,453,22
APAC,India,Alice,Distributor B,Group 1,Category 2,1,2023,906,77
APAC,India,Alice,Distributor B,Group 1,Category 3,1,2023,912,64
APAC,India,Alice,Distributor B,Group 2,Category 1,1,2023,263,34
APAC,India,Alice,Distributor B,Group 2,Category 2,1,2023,784,48
APAC,India,Alice,Distributor B,Group 2,Category 3,1,2023,994,44
APAC,India,Alice,Distributor C,Group 1,Category 1,1,2023,860,73
APAC,India,Alice,Distributor C,Group 1,Category 2,1,2023,203,43
APAC,India,Alice,Distributor C,Group 1,Category 3,1,2023,805,87
APAC,India,Alice,Distributor C,Group 2,Category 1,1,2023,378,88
APAC,India,Alice,Distributor C,Group 2,Category 2,1,2023,961,34
APAC,India,Alice,Distributor C,Group 2,Category 3,1,2023,202,85
APAC,India,Alice,Distributor D,Group 1,Category 1,1,2023,433,71
APAC,India,Alice,Distributor D,Group 1,Category 2,1,2023,449,31
APAC,India,Alice,Distributor D,Group 1,Category 3,1,2023,857,61
APAC,India,Alice,Distributor D,Group 2,Category 1,1,2023,441,67
APAC,India,Alice,Distributor D,Group 2,Category 2,1,2023,492,34
APAC,India,Alice,Distributor D,Group 2,Category 3,1,2023,246,43
APAC,India,Bob,Distributor A,Group 1,Category 1,1,2023,890,31
APAC,India,Bob,Distributor A,Group 1,Category 2,1,2023,679,66
APAC,India,Bob,Distributor A,Group 1,Category 3,1,2023,545,74
APAC,India,Bob,Distributor A,Group 2,Category 1,1,2023,266,24
APAC,India,Bob,Distributor A,Group 2,Category 2,1,2023,546,41
APAC,India,Bob,Distributor A,Group 2,Category 3,1,2023,304,35
APAC,India,Bob,Distributor B,Group 1,Category 1,1,2023,793,84
APAC,India,Bob,Distributor B,Group 1,Category 2,1,2023,414,84
APAC,India,Bob,Distributor B,Group 1,Category 3,1,2023,612,89
APAC,India,Bob,Distributor B,Group 2,Category 1,1,2023,250,37
APAC,India,Bob,Distributor B,Group 2,Category 2,1,2023,358,50
APAC,India,Bob,Distributor B,Group 2,Category 3,1,2023,460,74
APAC,India,Bob,Distributor C,Group 1,Category 1,1,2023,648,30
APAC,India,Bob,Distributor C,Group 1,Category 2,1,2023,319,79
APAC,India,Bob,Distributor C,Group 1,Category 3,1,2023,448,20
APAC,India,Bob,Distributor C,Group 2,Category 1,1,2023,915,45
APAC,India,Bob,Distributor C,Group 2,Category 2,1,2023,365,63
APAC,India,Bob,Distributor C,Group 2,Category 3,1,2023,834,94
APAC,India,Bob,Distributor D,Group 1,Category 1,1,2023,243,92
APAC,India,Bob,Distributor D,Group 1,Category 2,1,2023,261,29
APAC,India,Bob,Distributor D,Group 1,Category 3,1,2023,876,50
APAC,India,Bob,Distributor D,Group 2,Category 1,1,2023,404,34
APAC,India,Bob,Distributor D,Group 2,Category 2,1,2023,673,39
APAC,India,Bob,Distributor D,Group 2,Category 3,1,2023,545,31
APAC,India,Charlie,Distributor A,Group 1,Category 1,1,2023,808,68
APAC,India,Charlie,Distributor A,Group 1,Category 2,1,2023,583,64
APAC,India,Charlie,Distributor A,Group 1,Category 3,1,2023,293,83
APAC,India,Charlie,Distributor A,Group 2,Category 1,1,2023,521,30
APAC,India,Charlie,Distributor A,Group 2,Category 2,1,2023,968,87
APAC,India,Charlie,Distributor A,Group 2,Category 3,1,2023,354,85
APAC,India,Charlie,Distributor B,Group 1,Category 1,1,2023,772,52
APAC,India,Charlie,Distributor B,Group 1,Category 2,1,2023,318,49
APAC,India,Charlie,Distributor B,Group 1,Category 3,1,2023,660,38
APAC,India,Charlie,Distributor B,Group 2,Category 1,1,2023,839,58
APAC,India,Charlie,Distributor B,Group 2,Category 2,1,2023,648,57
APAC,India,Charlie,Distributor B,Group 2,Category 3,1,2023,629,81
APAC,India,Charlie,Distributor C,Group 1,Category 1,1,2023,783,54
APAC,India,Charlie,Distributor C,Group 1,Category 2,1,2023,604,50
APAC,India,Charlie,Distributor C,Group 1,Category 3,1,2023,623,57
APAC,India,Charlie,Distributor C,Group 2,Category 1,1,2023,993,79
APAC,India,Charlie,Distributor C,Group 2,Category 2,1,2023,867,62
APAC,India,Charlie,Distributor C,Group 2,Category 3,1,2023,579,89
APAC,India,Charlie,Distributor D,Group 1,Category 1,1,2023,604,48
APAC,India,Charlie,Distributor D,Group 1,Category 2,1,2023,452,73
APAC,India,Charlie,Distributor D,Group 1,Category 3,1,2023,551,97
APAC,India,Charlie,Distributor D,Group 2,Category 1,1,2023,744,69
APAC,India,Charlie,Distributor D,Group 2,Category 2,1,2023,201,22
APAC,India,Charlie,Distributor D,Group 2,Category 3,1,2023,757,94
APAC,India,David,Distributor A,Group 1,Category 1,1,2023,926,78
APAC,India,David,Distributor A,Group 1,Category 2,1,2023,968,84
APAC,India,David,Distributor A,Group 1,Category 3,1,2023,521,24
APAC,India,David,Distributor A,Group 2,Category 1,1,2023,875,86
APAC,India,David,Distributor A,Group 2,Category 2,1,2023,849,61
APAC,India,David,Distributor A,Group 2,Category 3,1,2023,343,54
APAC,India,David,Distributor B,Group 1,Category 1,1,2023,491,57
APAC,India,David,Distributor B,Group 1,Category 2,1,2023,707,69
APAC,India,David,Distributor B,Group 1,Category 3,1,2023,821,52
APAC,India,David,Distributor B,Group 2,Category 1,1,2023,529,32
APAC,India,David,Distributor B,Group 2,Category 2,1,2023,529,22
APAC,India,David,Distributor B,Group 2,Category 3,1,2023,514,52
APAC,India,David,Distributor C,Group 1,Category 1,1,2023,537,42
APAC,India,David,Distributor C,Group 1,Category 2,1,2023,890,30
APAC,India,David,Distributor C,Group 1,Category 3,1,2023,274,48
APAC,India,David,Distributor C,Group 2,Category 1,1,2023,425,51
APAC,India,David,Distributor C,Group 2,Category 2,1,2023,419,36
APAC,India,David,Distributor C,Group 2,Category 3,1,2023,745,82
APAC,India,David,Distributor D,Group 1,Category 1,1,2023,367,73
APAC,India,David,Distributor D,Group 1,Category 2,1,2023,540,25
APAC,India,David,Distributor D,Group 1,Category 3,1,2023,371,61
APAC,India,David,Distributor D,Group 2,Category 1,1,2023,703,22
APAC,India,David,Distributor D,Group 2,Category 2,1,2023,713,21
APAC,India,David,Distributor D,Group 2,Category 3,1,2023,238,86
EMEA,Germany,Alice,Distributor A,Group 1,Category 1,1,2023,724,77
EMEA,Germany,Alice,Distributor A,Group 1,Category 2,1,2023,251,88
EMEA,Germany,Alice,Distributor A,Group 1,Category 3,1,2023,323,66
EMEA,Germany,Alice,Distributor A,Group 2,Category 1,1,2023,685,32
EMEA,Germany,Alice,Distributor A,Group 2,Category 2,1,2023,881,93
EMEA,Germany,Alice,Distributor A,Group 2,Category 3,1,2023,933,49
EMEA,Germany,Alice,Distributor B,Group 1,Category 1,1,2023,410,56
EMEA,Germany,Alice,Distributor B,Group 1,Category 2,1,2023,255,99
EMEA,Germany,Alice,Distributor B,Group 1,Category 3,1,2023,615,85
EMEA,Germany,Alice,Distributor B,Group 2,Category 1,1,2023,886,87
EMEA,Germany,Alice,Distributor B,Group 2,Category 2,1,2023,728,23
EMEA,Germany,Alice,Distributor B,Group 2,Category 3,1,2023,516,58
EMEA,Germany,Alice,Distributor C,Group 1,Category 1,1,2023,555,94
EMEA,Germany,Alice,Distributor C,Group 1,Category 2,1,2023,441,65
EMEA,Germany,Alice,Distributor C,Group 1,Category 3,1,2023,815,24
EMEA,Germany,Alice,Distributor C,Group 2,Category 1,1,2023,605,56
EMEA,Germany,Alice,Distributor C,Group 2,Category 2,1,2023,809,67
EMEA,Germany,Alice,Distributor C,Group 2,Category 3,1,2023,693,66
EMEA,Germany,Alice,Distributor D,Group 1,Category 1,1,2023,515,54
EMEA,Germany,Alice,Distributor D,Group 1,Category 2,1,2023,341,51
EMEA,Germany,Alice,Distributor D,Group 1,Category 3,1,2023,487,26
EMEA,Germany,Alice,Distributor D,Group 2,Category 1,1,2023,465,68
EMEA,Germany,Alice,Distributor D,Group 2,Category 2,1,2023,690,90
EMEA,Germany,Alice,Distributor D,Group 2,Category 3,1,2023,496,75
EMEA,Germany,Bob,Distributor A,Group 1,Category 1,1,2023,547,72
EMEA,Germany,Bob,Distributor A,Group 1,Category 2,1,2023,993,32
EMEA,Germany,Bob,Distributor A,Group 1,Category 3,1,2023,497,64
EMEA,Germany,Bob,Distributor A,Group 2,Category 1,1,2023,266,88
EMEA,Germany,Bob,Distributor A,Group 2,Category 2,1,2023,751,76
EMEA,Germany,Bob,Distributor A,Group 2,Category 3,1,2023,749,77
EMEA,Germany,Bob,Distributor B,Group 1,Category 1,1,2023,564,84
EMEA,Germany,Bob,Distributor B,Group 1,Category 2,1,2023,365,94
EMEA,Germany,Bob,Distributor B,Group 1,Category 3,1,2023,396,48
EMEA,Germany,Bob,Distributor B,Group 2,Category 1,1,2023,377,83
EMEA,Germany,Bob,Distributor B,Group 2,Category 2,1,2023,827,63
EMEA,Germany,Bob,Distributor B,Group 2,Category 3,1,2023,868,49
EMEA,Germany,Bob,Distributor C,Group 1,Category 1,1,2023,427,30
EMEA,Germany,Bob,Distributor C,Group 1,Category 2,1,2023,432,48
EMEA,Germany,Bob,Distributor C,Group 1,Category 3,1,2023,264,53
EMEA,Germany,Bob,Distributor C,Group 2,Category 1,1,2023,592,43
EMEA,Germany,Bob,Distributor C,Group 2,Category 2,1,2023,660,90
EMEA,Germany,Bob,Distributor C,Group 2,Category 3,1,2023,601,86
EMEA,Germany,Bob,Distributor D,Group 1,Category 1,1,2023,716,72
EMEA,Germany,Bob,Distributor D,Group 1,Category 2,1,2023,562,50
EMEA,Germany,Bob,Distributor D,Group 1,Category 3,1,2023,876,48
EMEA,Germany,Bob,Distributor D,Group 2,Category 1,1,2023,274,54
EMEA,Germany,Bob,Distributor D,Group 2,Category 2,1,2023,635,32
EMEA,Germany,Bob,Distributor D,Group 2,Category 3,1,2023,423,52
EMEA,Germany,Charlie,Distributor A,Group 1,Category 1,1,2023,684,73
EMEA,Germany,Charlie,Distributor A,Group 1,Category 2,1,2023,693,59
EMEA,Germany,Charlie,Distributor A,Group 1,Category 3,1,2023,937,36
EMEA,Germany,Charlie,Distributor A,Group 2,Category 1,1,2023,740,36
EMEA,Germany,Charlie,Distributor A,Group 2,Category 2,1,2023,272,27
EMEA,Germany,Charlie,Distributor A,Group 2,Category 3,1,2023,437,20
EMEA,Germany,Charlie,Distributor B,Group 1,Category 1,1,2023,690,45
EMEA,Germany,Charlie,Distributor B,Group 1,Category 2,1,2023,431,83
EMEA,Germany,Charlie,Distributor B,Group 1,Category 3,1,2023,971,60
EMEA,Germany,Charlie,Distributor B,Group 2,Category 1,1,2023,497,89
EMEA,Germany,Charlie,Distributor B,Group 2,Category 2,1,2023,701,44
EMEA,Germany,Charlie,Distributor B,Group 2,Category 3,1,2023,534,87
EMEA,Germany,Charlie,Distributor C,Group 1,Category 1,1,2023,470,97
EMEA,Germany,Charlie,Distributor C,Group 1,Category 2,1,2023,769,23
EMEA,Germany,Charlie,Distributor C,Group 1,Category 3,1,2023,774,69
EMEA,Germany,Charlie,Distributor C,Group 2,Category 1,1,2023,596,99
EMEA,Germany,Charlie,Distributor C,Group 2,Category 2,1,2023,658,75
EMEA,Germany,Charlie,Distributor C,Group 2,Category 3,1,2023,861,83
EMEA,Germany,Charlie,Distributor D,Group 1,Category 1,1,2023,704,47
EMEA,Germany,Charlie,Distributor D,Group 1,Category 2,1,2023,230,96
EMEA,Germany,Charlie,Distributor D,Group 1,Category 3,1,2023,901,84
EMEA,Germany,Charlie,Distributor D,Group 2,Category 1,1,2023,542,56
EMEA,Germany,Charlie,Distributor D,Group 2,Category 2,1,2023,319,27
EMEA,Germany,Charlie,Distributor D,Group 2,Category 3,1,2023,804,88
EMEA,Germany,David,Distributor A,Group 1,Category 1,1,2023,281,67
EMEA,Germany,David,Distributor A,Group 1,Category 2,1,2023,924,67
EMEA,Germany,David,Distributor A,Group 1,Category 3,1,2023,368,66
EMEA,Germany,David,Distributor A,Group 2,Category 1,1,2023,261,67
EMEA,Germany,David,Distributor A,Group 2,Category 2,1,2023,398,92
EMEA,Germany,David,Distributor A,Group 2,Category 3,1,2023,574,87
EMEA,Germany,David,Distributor B,Group 1,Category 1,1,2023,977,74
EMEA,Germany,David,Distributor B,Group 1,Category 2,1,2023,371,46
EMEA,Germany,David,Distributor B,Group 1,Category 3,1,2023,227,89
EMEA,Germany,David,Distributor B,Group 2,Category 1,1,2023,594,26
EMEA,Germany,David,Distributor B,Group 2,Category 2,1,2023,330,80
EMEA,Germany,David,Distributor B,Group 2,Category 3,1,2023,462,75
EMEA,Germany,David,Distributor C,Group 1,Category 1,1,2023,998,49
EMEA,Germany,David,Distributor C,Group 1,Category 2,1,2023,808,38
EMEA,Germany,David,Distributor C,Group 1,Category 3,1,2023,525,56
EMEA,Germany,David,Distributor C,Group 2,Category 1,1,2023,254,60
EMEA,Germany,David,Distributor C,Group 2,Category 2,1,2023,503,78
EMEA,Germany,David,Distributor C,Group 2,Category 3,1,2023,635,96
EMEA,Germany,David,Distributor D,Group 1,Category 1,1,2023,612,56
EMEA,Germany,David,Distributor D,Group 1,Category 2,1,2023,923,61
EMEA,Germany,David,Distributor D,Group 1,Category 3,1,2023,459,43
EMEA,Germany,David,Distributor D,Group 2,Category 1,1,2023,871,67
EMEA,Germany,David,Distributor D,Group 2,Category 2,1,2023,549,26
EMEA,Germany,David,Distributor D,Group 2,Category 3,1,2023,628,58
EMEA,UK,Alice,Distributor A,Group 1,Category 1,1,2023,541,42
EMEA,UK,Alice,Distributor A,Group 1,Category 2,1,2023,284,46
